team,name,birthday,age,club,club_country,caps,height,weight,position,club_city,club_country_code,lat,lng
Romania,Denis Alibec,05/01/1991,25,Astra,ROU,5,187,77,Forward,Brașov,RO,45.63917800000001,25.6269792
Romania,Claudiu Keșerü,02/12/1986,29,Ludogorets,BUL,14,178,71,Forward,Dulovo,BG,43.8149115,27.1378769
Romania,Florin Andone,11/04/1993,23,Córdoba,ESP,8,182,78,Forward,Córdoba,ES,37.8881751,-4.7793835
Romania,Bogdan Stancu,28/06/1987,28,Gençlerbirliği,TUR,43,183,75,Forward,None,TR,40.8889468,29.1886745
Russia,Igor Akinfeev,08/04/1986,30,CSKA Moskva,RUS,88,186,82,Goalkeeper,Moscow,RU,55.755826,37.6173
Russia,Yuri Lodygin,26/05/1990,26,Zenit,RUS,11,187,82,Goalkeeper,Zenit,RU,59.69947819999999,30.0870107
Russia,Guilherme,12/12/1985,30,Lokomotiv Moskva,RUS,2,197,78,Goalkeeper,Moskva,RU,55.800076,37.739931
Russia,Roman Shishkin,27/01/1987,29,Lokomotiv Moskva,RUS,11,176,73,Defender,Moskva,RU,55.800076,37.739931
Russia,Igor Smolnikov,08/08/1988,27,Zenit,RUS,16,178,70,Defender,Zenit,RU,59.69947819999999,30.0870107
Russia,Sergei Ignashevich,14/07/1979,36,CSKA Moskva,RUS,118,187,84,Defender,Moscow,RU,55.755826,37.6173
Russia,Roman Neustädter,18/02/1988,28,Schalke,GER,5,190,83,Defender,GE,DE,51.5196426,7.087121
Russia,Aleksei Berezutski,20/06/1982,33,CSKA Moskva,RUS,55,190,87,Defender,Moscow,RU,55.755826,37.6173
Russia,Vasili Berezutski,20/06/1982,33,CSKA Moskva,RUS,97,189,87,Defender,Moscow,RU,55.755826,37.6173
Russia,Georgi Schennikov,27/04/1991,25,CSKA Moskva,RUS,10,180,75,Defender,Moscow,RU,55.755826,37.6173
Russia,Dmitri Kombarov,22/01/1987,29,Spartak Moskva,RUS,38,181,72,Defender,Moskva,RU,55.81747799999999,37.436128
Russia,Artur Yusupov,01/09/1989,26,Zenit,RUS,2,180,73,Midfield,Zenit,RU,59.69947819999999,30.0870107
Russia,Denis Glushakov,27/01/1987,29,Spartak Moskva,RUS,45,182,80,Midfield,Moskva,RU,55.81747799999999,37.436128
Russia,Pavel Mamaev,17/09/1988,27,Krasnodar,RUS,14,178,70,Midfield,Krasnodar,RU,45.03926740000001,38.987221
Russia,Aleksandr Golovin,30/05/1996,20,CSKA Moskva,RUS,7,180,69,Midfield,Moscow,RU,55.755826,37.6173
Russia,Roman Shirokov,06/07/1981,34,CSKA Moskva,RUS,55,183,80,Midfield,Moscow,RU,55.755826,37.6173
Russia,Oleg Shatov,29/07/1990,25,Zenit,RUS,25,173,73,Midfield,Zenit,RU,59.69947819999999,30.0870107
Russia,Oleg Ivanov,04/08/1986,29,Terek,RUS,5,192,87,Midfield,Terek,RU,43.4795902,44.1393572
Russia,Aleksandr Samedov,19/07/1984,31,Lokomotiv Moskva,RUS,29,177,75,Midfield,Moskva,RU,55.800076,37.739931
Russia,Dmitri Torbinski,28/04/1984,32,Krasnodar,RUS,30,172,60,Midfield,Krasnodar,RU,45.03926740000001,38.987221
Russia,Aleksandr Kokorin,19/03/1991,25,Zenit,RUS,40,181,74,Forward,Zenit,RU,59.69947819999999,30.0870107
Russia,Fedor Smolov,09/02/1990,26,Krasnodar,RUS,16,187,80,Forward,Krasnodar,RU,45.03926740000001,38.987221
Russia,Artem Dzyuba,22/08/1988,27,Zenit,RUS,20,196,91,Forward,Zenit,RU,59.69947819999999,30.0870107
Slovakia,Ján Mucha,05/12/1982,33,Slovan Bratislava,SVK,46,189,90,Goalkeeper,Bratislava,SK,48.1727265,17.1315226
Slovakia,Ján Novota,29/11/1983,32,Rapid Wien,AUT,3,197,90,Goalkeeper,Vienna,AT,48.2081743,16.3738189
Slovakia,Matúš Kozáčik,27/12/1983,32,Plzeň,CZE,19,193,88,Goalkeeper,Pilsen,CZ,49.7384314,13.3736371
Slovakia,Peter Pekarík,30/10/1986,29,Hertha,GER,69,176,70,Defender,Hohen Neuendorf,DE,52.66571219999999,13.3139583
Slovakia,Martin Škrtel,15/12/1984,31,Liverpool,ENG,83,193,81,Defender,Liverpool,GB,53.4083714,-2.9915726
Slovakia,Ján Ďurica,10/12/1981,34,Lokomotiv Moskva,RUS,82,188,86,Defender,Moskva,RU,55.800076,37.739931
Slovakia,Norbert Gyömber,03/07/1992,23,Roma,ITA,13,189,74,Defender,Rome,IT,41.9027835,12.4963655
Slovakia,Milan Škriniar,11/02/1995,21,Sampdoria,ITA,2,187,80,Defender,Genova,IT,44.4155383,8.952674799999999
Slovakia,Tomáš Hubočan,17/09/1985,30,Dinamo Moskva,RUS,45,184,70,Defender,Moskva,RU,55.789711,37.558184
Slovakia,Kornel Saláta,24/01/1985,31,Slovan Bratislava,SVK,37,191,89,Defender,Bratislava,SK,48.1727265,17.1315226
Slovakia,Dušan Švento,01/08/1985,30,Köln,GER,41,178,70,Defender,Cologne,DE,50.937531,6.9602786
Slovakia,Ján Greguš,29/01/1991,25,Jablonec,CZE,7,189,70,Midfield,Nečín,CZ,49.6852713,14.2236826
Slovakia,Vladimír Weiss,30/11/1989,26,Al-Gharafa,QAT,54,173,71,Midfield,None,QA,25.3325814,51.44670929999999
Slovakia,Ondrej Duda,05/12/1994,21,Legia,POL,13,181,74,Midfield,Pińczów,PL,50.5145668,20.5206169
Slovakia,Miroslav Stoch,19/10/1989,26,Bursaspor,TUR,55,169,66,Midfield,None,None,None,None
Slovakia,Patrik Hrošovský,22/04/1992,24,Plzeň,CZE,13,172,68,Midfield,Pilsen,CZ,49.7384314,13.3736371
Slovakia,Marek Hamšík,27/07/1987,28,Napoli,ITA,89,183,79,Midfield,Naples,IT,40.8517746,14.2681244
Slovakia,Juraj Kucka,26/02/1987,29,Milan,ITA,49,186,86,Midfield,Milan,IT,45.4654219,9.1859243
Slovakia,Róbert Mak,08/03/1991,25,PAOK,GRE,29,179,78,Midfield,None,None,None,None
Slovakia,Viktor Pečovský,24/05/1983,33,Žilina,SVK,33,171,74,Midfield,Žilina,SK,49.21944980000001,18.7408001
Slovakia,Stanislav Šesták,16/12/1982,33,Ferencváros,HUN,65,180,74,Forward,Budapest,HU,47.4683766,19.0819885
Slovakia,Adam Nemec,02/09/1985,30,Willem II,NED,24,190,84,Forward,Roermond,NL,51.190229,5.991261
Slovakia,Michal Ďuriš,01/06/1988,28,Plzeň,CZE,28,183,75,Forward,Pilsen,CZ,49.7384314,13.3736371
Spain,Iker Casillas,20/05/1981,35,Porto,POR,167,185,84,Goalkeeper,Porto,PT,41.1579438,-8.629105299999999
Spain,David de Gea,07/11/1990,25,Man. United,ENG,10,192,76,Goalkeeper,Stretford,GB,53.4630484,-2.2951326
Spain,Sergio Rico,01/09/1993,22,Sevilla,ESP,1,195,90,Goalkeeper,Seville,ES,37.3890924,-5.9844589
Spain,César Azpilicueta,28/08/1989,26,Chelsea,ENG,15,178,75,Defender,London,GB,51.485093,-0.174936
Spain,Gerard Piqué,02/02/1987,29,Barcelona,ESP,78,193,85,Defender,Barcelona,ES,41.3850639,2.1734035
Spain,Marc Bartra,15/01/1991,25,Barcelona,ESP,9,183,74,Defender,Barcelona,ES,41.3850639,2.1734035
Spain,Héctor Bellerín,19/03/1995,21,Arsenal,ENG,3,177,74,Defender,London,GB,51.5584654,-0.1057342
Spain,Sergio Ramos,30/03/1986,30,Real Madrid,ESP,132,183,75,Defender,Madrid,ES,40.3626461,-3.7388727
Spain,Juanfran,09/01/1985,31,Atlético,ESP,18,180,72,Defender,Madrid,ES,40.3757325,-3.7423397
Spain,Mikel San José,30/05/1989,27,Athletic,ESP,7,186,77,Defender,Madrid,ES,40.4853113,-3.6812719
Spain,Jordi Alba,21/03/1989,27,Barcelona,ESP,44,170,68,Defender,Barcelona,ES,41.3850639,2.1734035
Spain,Sergio Busquets,16/07/1988,27,Barcelona,ESP,84,189,76,Midfield,Barcelona,ES,41.3850639,2.1734035
Spain,Andrés Iniesta,11/05/1984,32,Barcelona,ESP,109,171,68,Midfield,Barcelona,ES,41.3850639,2.1734035
Spain,Koke,08/01/1992,24,Atlético,ESP,22,178,74,Midfield,Madrid,ES,40.3757325,-3.7423397
Spain,Cesc Fàbregas,04/05/1987,29,Chelsea,ENG,107,175,74,Midfield,London,GB,51.485093,-0.174936
Spain,Thiago Alcántara,11/04/1991,25,Bayern,GER,11,172,71,Midfield,None,DE,48.7904472,11.4978895
Spain,Bruno Soriano,12/06/1984,32,Villarreal,ESP,8,184,73,Midfield,Vila-real,ES,39.9397706,-0.1005932
Spain,David Silva,08/01/1986,30,Man. City,ENG,100,173,67,Midfield,Manchester,GB,53.4807593,-2.2426305
Spain,Álvaro Morata,23/10/1992,23,Juventus,ITA,10,189,85,Forward,São Paulo,BR,-23.5711578,-46.5904639
Spain,Lucas Vázquez,01/07/1991,24,Real Madrid,ESP,1,173,70,Forward,Madrid,ES,40.3626461,-3.7388727
Spain,Pedro Rodríguez,28/07/1987,28,Chelsea,ENG,58,167,62,Forward,London,GB,51.485093,-0.174936
Spain,Aritz Aduriz,11/02/1981,35,Athletic,ESP,7,181,75,Forward,Madrid,ES,40.4853113,-3.6812719
Spain,Nolito,15/10/1986,29,Celta,ESP,10,175,65,Forward,Cuatro Puertas,ES,27.9586535,-15.4216133
Sweden,Andreas Isaksson,03/10/1981,34,Kasımpaşa,TUR,131,200,86,Goalkeeper,Kasımpaşa,TR,38.764537,30.539422
Sweden,Robin Olsen,08/01/1990,26,København,DEN,4,198,89,Goalkeeper,Copenhagen,DK,55.6760968,12.5683371
Sweden,Patrik Carlgren,08/01/1992,24,AIK,SWE,0,188,84,Goalkeeper,Sjöbo,SE,55.6299905,13.6625538
Sweden,Mikael Lustig,13/12/1986,29,Celtic,SCO,53,189,78,Defender,Glasgow,GB,55.89668289999999,-4.3005843
Sweden,Erik Johansson,30/12/1988,27,København,DEN,9,191,84,Defender,Copenhagen,DK,55.6760968,12.5683371
Sweden,Andreas Granqvist,16/04/1985,31,Krasnodar,RUS,53,192,84,Defender,Krasnodar,RU,45.03926740000001,38.987221
Sweden,Martin Olsson,17/05/1988,28,Norwich,ENG,35,170,81,Defender,Norwich,GB,52.6308859,1.297355
Sweden,Pontus Jansson,13/02/1991,25,Torino,ITA,6,194,89,Defender,Turin,IT,45.070312,7.686856499999999
Sweden,Victor Lindelöf,17/07/1994,21,Benfica,POR,4,187,80,Defender,None,PT,38.7510519,-9.2026693
Sweden,Ludwig Augustinsson,21/04/1994,22,København,DEN,3,181,74,Defender,Copenhagen,DK,55.6760968,12.5683371
Sweden,Emil Forsberg,23/10/1991,24,Leipzig,GER,18,179,78,Midfield,Leipzig,DE,51.3396955,12.3730747
Sweden,Sebastian Larsson,06/06/1985,31,Sunderland,ENG,85,178,70,Midfield,Sunderland,GB,54.906869,-1.383801
Sweden,Albin Ekdal,28/07/1989,26,Hamburg,GER,23,186,75,Midfield,Hamburg,DE,53.5510846,9.9936818
Sweden,Kim Källström,24/08/1982,33,Grasshoppers,SUI,129,185,87,Midfield,None,None,None,None
Sweden,Oscar Hiljemark,28/06/1992,23,Palermo,ITA,9,184,75,Midfield,Palermo,IT,38.1156879,13.3612671
Sweden,Pontus Wernbloom,25/06/1986,29,CSKA Moskva,RUS,50,187,85,Midfield,Moscow,RU,55.755826,37.6173
Sweden,Oscar Lewicki,14/07/1992,23,Malmö,SWE,10,171,68,Midfield,Malmö,SE,55.604981,13.003822
Sweden,Jimmy Durmaz,22/03/1989,27,Olympiacos,GRE,30,180,69,Midfield,None,GR,38.7595781,23.3274646
Sweden,Erkan Zengin,05/08/1985,30,Trabzonspor,TUR,20,180,72,Midfield,None,TR,40.9541543,39.8281768
Sweden,Zlatan Ibrahimović,03/10/1981,34,Paris,FRA,114,195,95,Forward,Paris,FR,48.856614,2.3522219
Sweden,Marcus Berg,17/08/1986,29,Panathinaikos,GRE,38,184,75,Forward,None,None,None,None
Sweden,Emir Kujovic,22/06/1988,27,Norrköping,SWE,2,194,87,Forward,Norrköping,SE,58.587745,16.192421
Sweden,John Guidetti,15/04/1992,24,Celta,ESP,10,185,79,Forward,Cuatro Puertas,ES,27.9586535,-15.4216133
Switzerland,Yann Sommer,17/12/1988,27,Mönchengladbach,GER,20,183,79,Goalkeeper,MG,DE,51.1804572,6.4428041
Switzerland,Marwin Hitz,18/09/1987,28,Augsburg,GER,2,193,86,Goalkeeper,A,DE,48.3705449,10.89779
Switzerland,Roman Bürki,14/11/1990,25,Dortmund,GER,5,187,85,Goalkeeper,DO,DE,51.5135872,7.465298100000001
Switzerland,Stephan Lichtsteiner,16/01/1984,32,Juventus,ITA,83,182,75,Defender,São Paulo,BR,-23.5711578,-46.5904639
Switzerland,François Moubandje,21/06/1990,25,Toulouse,FRA,11,180,74,Defender,Toulouse,FR,43.604652,1.444209
Switzerland,Nico Elvedi,30/09/1996,19,Mönchengladbach,GER,1,188,83,Defender,MG,DE,51.1804572,6.4428041
Switzerland,Steve von Bergen,10/06/1983,33,Young Boys,SUI,50,182,79,Defender,None,None,None,None
Switzerland,Michael Lang,08/02/1991,25,Basel,SUI,18,185,79,Defender,Basel,CH,47.5595986,7.5885761
Switzerland,Ricardo Rodríguez,25/08/1992,23,Wolfsburg,GER,39,181,77,Defender,WOB,DE,52.4226503,10.7865461
Switzerland,Johan Djourou,18/01/1987,29,Hamburg,GER,62,191,87,Defender,Hamburg,DE,53.5510846,9.9936818
Switzerland,Fabian Schär,20/12/1991,24,Hoffenheim,GER,22,186,84,Defender,Sinsheim,DE,49.27284710000001,8.842996099999999
Switzerland,Fabian Frei,08/01/1989,27,Mainz,GER,9,182,77,Midfield,MZ,DE,49.9928617,8.2472526
Switzerland,Granit Xhaka,27/09/1992,23,Mönchengladbach,GER,45,185,82,Midfield,MG,DE,51.1804572,6.4428041
Switzerland,Valon Behrami,19/04/1985,31,Watford,ENG,68,185,78,Midfield,Watford,GB,51.656489,-0.39032
Switzerland,Denis Zakaria,20/11/1996,19,Young Boys,SUI,2,191,76,Midfield,None,None,None,None
Switzerland,Blerim Džemaili,12/04/1986,30,Genoa,ITA,50,179,73,Midfield,Genoa,IT,44.4056499,8.946256
Switzerland,Gelson Fernandes,02/09/1986,29,Rennes,FRA,57,179,70,Midfield,Rennes,FR,48.117266,-1.6777926
Switzerland,Xherdan Shaqiri,10/10/1991,24,Stoke,ENG,55,169,72,Midfield,Stoke,GB,53.002668,-2.179404
Switzerland,Breel Embolo,14/02/1997,19,Basel,SUI,12,185,84,Forward,Basel,CH,47.5595986,7.5885761
Switzerland,Haris Seferović,22/02/1992,24,Frankfurt,GER,32,185,85,Forward,Frankfurt,DE,50.1109221,8.6821267
Switzerland,Shani Tarashaj,07/02/1995,21,Grasshoppers,SUI,5,176,77,Forward,None,None,None,None
Switzerland,Admir Mehmedi,16/03/1991,25,Leverkusen,GER,44,183,81,Forward,LEV,DE,51.04592479999999,7.0192196
Switzerland,Eren Derdiyok,12/06/1988,28,Kasımpaşa,TUR,52,191,90,Forward,Kasımpaşa,TR,38.764537,30.539422
Turkey,Volkan Babacan,11/08/1988,27,İstanbul Başakşehir,TUR,18,192,86,Goalkeeper,Başakşehir,TR,41.083333,28.816667
Turkey,Onur Kıvrak,01/01/1988,28,Trabzonspor,TUR,12,187,74,Goalkeeper,None,TR,40.9541543,39.8281768
Turkey,Harun Tekin,17/06/1989,26,Bursaspor,TUR,0,187,78,Goalkeeper,None,None,None,None
Turkey,Semih Kaya,24/02/1991,25,Galatasaray,TUR,23,183,66,Defender,None,TR,36.548905,31.989431
Turkey,Hakan Balta,23/03/1983,33,Galatasaray,TUR,47,184,80,Defender,None,TR,36.548905,31.989431
Turkey,Ahmet Çalık,26/02/1994,22,Gençlerbirliği,TUR,4,184,77,Defender,None,TR,40.8889468,29.1886745
Turkey,Gökhan Gönül,04/01/1985,31,Fenerbahçe,TUR,58,174,73,Defender,None,TR,40.97428620000001,29.0430833
Turkey,İsmail Köybaşı,10/07/1989,26,Beşiktaş,TUR,19,177,75,Defender,None,TR,41.068616,29.0285355
Turkey,Caner Erkin,04/10/1988,27,Fenerbahçe,TUR,48,181,76,Defender,None,TR,40.97428620000001,29.0430833
Turkey,Şener Özbayraklı,23/01/1990,26,Fenerbahçe,TUR,8,171,71,Defender,None,TR,40.97428620000001,29.0430833
Turkey,Nuri Şahin,05/09/1988,27,Dortmund,GER,49,179,65,Midfield,DO,DE,51.5135872,7.465298100000001
Turkey,Hakan Çalhanoğlu,08/02/1994,22,Leverkusen,GER,20,176,76,Midfield,LEV,DE,51.04592479999999,7.0192196
Turkey,Selçuk İnan,10/02/1985,31,Galatasaray,TUR,53,182,74,Midfield,None,TR,36.548905,31.989431
Turkey,Arda Turan,30/01/1987,29,Barcelona,ESP,92,178,76,Midfield,Barcelona,ES,41.3850639,2.1734035
Turkey,Olcay Şahan,26/05/1987,29,Beşiktaş,TUR,24,179,71,Midfield,None,TR,41.068616,29.0285355
Turkey,Oğuzhan Özyakup,23/09/1992,23,Beşiktaş,TUR,21,180,75,Midfield,None,TR,41.068616,29.0285355
Turkey,Mehmet Topal,03/03/1986,30,Fenerbahçe,TUR,60,187,82,Midfield,None,TR,40.97428620000001,29.0430833
Turkey,Ozan Tufan,23/03/1995,21,Fenerbahçe,TUR,25,179,70,Midfield,None,TR,40.97428620000001,29.0430833
Turkey,Yunus Mallı,24/02/1992,24,Mainz,GER,6,179,70,Midfield,MZ,DE,49.9928617,8.2472526
Turkey,Volkan Şen,07/07/1987,28,Fenerbahçe,TUR,18,175,68,Midfield,None,TR,40.97428620000001,29.0430833
Turkey,Cenk Tosun,07/06/1991,25,Beşiktaş,TUR,10,183,78,Forward,None,TR,41.068616,29.0285355
Turkey,Burak Yılmaz,15/07/1985,30,Beijing Guoan,CHN,45,188,77,Forward,Beijing,CN,39.9815606,116.3706032
Turkey,Emre Mor,24/07/1997,18,Nordsjælland,DEN,3,168,63,Forward,None,DK,55.4632518,11.7214979
Ukraine,Denys Boyko,29/01/1988,28,Beşiktaş,TUR,4,194,82,Goalkeeper,None,TR,41.068616,29.0285355
Ukraine,Andriy Pyatov,28/06/1984,31,Shakhtar Donetsk,UKR,66,190,84,Goalkeeper,Donetsk,UA,47.971263,37.842979
Ukraine,Mykyta Shevchenko,26/01/1993,23,Zorya,UKR,0,187,80,Goalkeeper,Zorya,UA,50.7241261,26.0266362
Ukraine,Bohdan Butko,13/01/1991,25,Amkar,RUS,17,180,68,Defender,None,None,None,None
Ukraine,Yevhen Khacheridi,28/07/1987,28,Dynamo Kyiv,UKR,44,198,85,Defender,Kyiv,UA,50.32,30.564428
Ukraine,Olexandr Kucher,22/10/1982,33,Shakhtar Donetsk,UKR,50,184,77,Defender,Donetsk,UA,47.971263,37.842979
Ukraine,Vyacheslav Shevchuk,13/05/1979,37,Shakhtar Donetsk,UKR,55,184,78,Defender,Donetsk,UA,47.971263,37.842979
Ukraine,Artem Fedetskiy,26/04/1985,31,Dnipro,UKR,51,183,76,Defender,Kiev,UA,50.4535873,30.601521
Ukraine,Yaroslav Rakitskiy,03/08/1989,26,Shakhtar Donetsk,UKR,42,180,70,Defender,Donetsk,UA,47.971263,37.842979
Ukraine,Anatoliy Tymoshchuk,30/03/1979,37,Kairat,KAZ,143,181,70,Midfield,Kairat,KZ,43.5464624,77.5920295
Ukraine,Taras Stepanenko,08/08/1989,26,Shakhtar Donetsk,UKR,31,181,75,Midfield,Donetsk,UA,47.971263,37.842979
Ukraine,Andriy Yarmolenko,23/10/1989,26,Dynamo Kyiv,UKR,61,189,81,Midfield,Kyiv,UA,50.32,30.564428
Ukraine,Viktor Kovalenko,14/02/1996,20,Shakhtar Donetsk,UKR,5,182,75,Midfield,Donetsk,UA,47.971263,37.842979
Ukraine,Yevhen Konoplyanka,29/09/1989,26,Sevilla,ESP,55,176,69,Midfield,Seville,ES,37.3890924,-5.9844589
Ukraine,Ruslan Rotan,29/10/1981,34,Dnipro,UKR,88,174,67,Midfield,Kiev,UA,50.4535873,30.601521
Ukraine,Serhiy Sydorchuk,02/05/1991,25,Dynamo Kyiv,UKR,14,189,90,Midfield,Kyiv,UA,50.32,30.564428
Ukraine,Serhiy Rybalka,01/04/1990,26,Dynamo Kyiv,UKR,9,176,70,Midfield,Kyiv,UA,50.32,30.564428
Ukraine,Denys Garmash,19/04/1990,26,Dynamo Kyiv,UKR,28,186,72,Midfield,Kyiv,UA,50.32,30.564428
Ukraine, Olexandr Zinchenko,15/12/1996,19,Ufa,RUS,5,175,61,Midfield,Ufa,RU,54.7387621,55.9720554
Ukraine,Olexandr Karavaev,02/06/1992,24,Zorya,UKR,3,173,65,Midfield,Zorya,UA,50.7241261,26.0266362
Ukraine,Roman Zozulya,17/11/1989,26,Dnipro,UKR,28,176,72,Forward,Kiev,UA,50.4535873,30.601521
Ukraine,Yevhen Seleznyov,20/07/1985,30,Shakhtar Donetsk,UKR,52,188,85,Forward,Donetsk,UA,47.971263,37.842979
Ukraine,Pylyp Budkivskiy,10/03/1992,24,Zorya,UKR,6,196,81,Forward,Zorya,UA,50.7241261,26.0266362
Wales,Wayne Hennessey,24/01/1987,29,Crystal Palace,ENG,58,198,90,Goalkeeper,London,GB,51.4198825,-0.0785415
Wales,Owain Fôn Williams,17/03/1987,29,Inverness,SCO,1,193,77,Goalkeeper,Inverness,GB,57.477773,-4.224721
Wales,Danny Ward,22/06/1993,22,Liverpool,ENG,3,191,88,Goalkeeper,Liverpool,GB,53.4083714,-2.9915726
Wales,Chris Gunter,21/07/1989,26,Reading,ENG,69,180,71,Defender,Reading,GB,51.4542645,-0.9781303
Wales,Neil Taylor,07/02/1989,27,Swansea,ENG,30,175,64,Defender,Swansea,GB,51.62144,-3.943645999999999
Wales,Ben Davies,24/04/1993,23,Tottenham,ENG,22,181,76,Defender,London,GB,51.60496740000001,-0.0722785
Wales,James Chester,23/01/1989,27,West Brom,ENG,13,177,75,Defender,West Bromwich,GB,52.517664,-1.995159
Wales,Ashley Williams,23/08/1984,31,Swansea,ENG,61,183,71,Defender,Swansea,GB,51.62144,-3.943645999999999
Wales,Jazz Richards,12/04/1991,25,Fulham,ENG,10,185,78,Defender,London,GB,51.4773433,-0.2016817
Wales,James Collins,23/08/1983,32,West Ham,ENG,47,188,83,Defender,Westham,GB,50.815665,0.323885
Wales,Joe Allen,14/03/1990,26,Liverpool,ENG,27,168,62,Midfield,Liverpool,GB,53.4083714,-2.9915726
Wales,Andy King,29/10/1988,27,Leicester,ENG,33,183,74,Midfield,Leicester,GB,52.6368778,-1.1397592
Wales,Aaron Ramsey,26/12/1990,25,Arsenal,ENG,41,178,76,Midfield,London,GB,51.5584654,-0.1057342
Wales,David Edwards,03/02/1986,30,Wolves,ENG,34,183,78,Midfield,None,GB,51.38361099999999,-3.144167
Wales,Joe Ledley,23/01/1987,29,Crystal Palace,ENG,63,183,73,Midfield,London,GB,51.4198825,-0.0785415
Wales,Jonathan Williams,09/10/1993,22,Crystal Palace,ENG,14,168,60,Midfield,London,GB,51.4198825,-0.0785415
Wales,David Vaughan,18/02/1983,33,Nottm Forest,ENG,42,171,70,Midfield,Nottingham,GB,53.0756752,-1.2408939
Wales,Hal Robson-Kanu,21/05/1989,27,Reading,ENG,32,183,83,Forward,Reading,GB,51.4542645,-0.9781303
Wales,Gareth Bale,16/07/1989,26,Real Madrid,ESP,57,183,74,Forward,Madrid,ES,40.3626461,-3.7388727
Wales,George Williams,07/09/1995,20,Fulham,ENG,7,172,73,Forward,London,GB,51.4773433,-0.2016817
Wales,David Cotterill,04/12/1987,28,Birmingham,ENG,23,175,71,Forward,Birmingham,GB,52.48624299999999,-1.890401
Wales,Sam Vokes,21/10/1989,26,Burnley,ENG,40,186,90,Forward,Burnley,GB,53.7892877,-2.2405035
Wales,Simon Church,10/12/1988,27,MK Dons,ENG,36,183,84,Forward,None,None,None,None
